2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	211234	002-1-001234	P	N	S.G.P. FONDO P/LA TRANSFORMACION DE LOS SECTORES PUBLICOS	0	ADMGRAL	ADMG	ADMINISTRACION GENERAL	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810003305	002-1-003305	R	N	FONDO FIDUCIARIO FEDERAL REGIONAL	78	SEPAPYS	ODES	ORGANISMOS DESCENTRALIZADOS	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810003717	002-1-003717	R	N	SGP PROG P/ PERSONAS CON DISCAPACIDAD	25	MSPDAD	OCEN	ORGANISMOS CENTRALIZADOS	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810005014	002-1-005014	R	N	SGP INST. GERONTOLOGICO SAN ALBERTO	34	MDSSENAYF	OCEN	ORGANISMOS CENTRALIZADOS	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	217809	002-1-007809	P	N	CUENTA PUENTE OBRA CANAL YERBA BUENA	23	MEDPA	OCEN	ORGANISMOS CENTRALIZADOS	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810009050	002-1-009050	R	N	SGP FDO. NAC. DE INCENTIVO DOCENTE	36	MEDDA	OCEN	ORGANISMOS CENTRALIZADOS	 0.00	 97,978,100.22	 97,978,100.22	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	481010128	002-1-010128	R	N	APORTES DEL EATT - CUENTA 03	80	EATTUR	ODES	ORGANISMOS DESCENTRALIZADOS	 29,707.95	 0.00	 0.00	 29,707.95	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810110180	002-1-010180	R	N	PROGRAMA FEDERAL PLURIANUAL DE CONSTRUCCION DE VIVIENDAS	64	IPVYDU	ODES	ORGANISMOS DESCENTRALIZADOS	 257,059,362.82	 0.00	 0.00	 257,059,362.82	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	481010410	002-1-010410	R	N	APORTES DEL EATT - CUENTA RECEPTORA	80	EATTUR	ODES	ORGANISMOS DESCENTRALIZADOS	 40,423,422.09	 0.00	 16,211,898.32	 24,211,523.77	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
2	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	BANCO NACION	BANCO:	1	CUENTA CORRIENTE	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	TIPO DE CUENTA:	1	PESOS	 453,498,331.97	 665,511,401.36	 618,363,954.89	 406,350,885.50	MEDIO DE PAGO:	4810120599	002-1-020599	R	N	SGP PROG NAC DE PROMOCION DE EMPLEOS	27	MDPDAD	OCEN	ORGANISMOS CENTRALIZADOS	 0.00	 0.00	 0.00	 0.00	Total General:	 4,849,589,146.54	 100,433,435,548.89	 97,686,340,521.14	 7,596,684,174.29	
